HouseholdID,State,Sector,BuildingType,ElectricitySource,TariffBand,HasMeter,RenewableEnergy,BackupPower,NumOccupants,NumRooms,NumAppliances,MonthlyIncome(NGN),BuildingAge(Years),MonthlyBill(NGN),GeneratorFuelCost(NGN),HoursPowerDaily,SolarCapacity(kW),MonthlyConsumption(kWh),PeakHourUsage,NumACUnits,NumFreezers,ConsumptionCategory
HH019196,Oyo,Commercial,Office,NEPA/PHCN,Band B,no,No,UPS,6,2,13,59290.0,16,11484.0,2937.0,9.1,0.0,20.0,7.8,1,1,HEAVY
HH019197,Plateau,Residential,Factory,NEPA/PHCN,Band C,No,Yes,UPS,3,3,11,59983.0,-20,"₦3,655",10964.0,11.9,0.5,484.1,5.7,1,0,Moderate
HH019198,Niger,Residential,Office,Solar,Band A,Yes,no,Solar,2,4,6,360324.0,4yrs,3084.0,20213.0,1.9,0.0,348.1,4.1,0,0,AVERAGE
HH019199,Anambra,Industrial,Duplex,Solar,D,1,Yes,UPS,5,7,6,107950.0,19,27962.0,2200.0,12.3,0.7,379.5,7.9,0,0,Moderate
HH019200,Abuja,Residential,Office,Both,Band C,Yes,No,UPS,4,2,11,104405.0,16,2559.0,11892.0,8.7,0.0,47.9,9.0,2,0,AVERAGE
HH019201,Abuja,Residential,Duplex,Solar,Band C,yes,Yes,Generator,4,6,10,287809.0,14,7052.0,53272.0,21.3,2.2,577.3,6.6,4,0,Very High
HH019202,Oyo,Commercial,Office,Both,Band C,Yes,Y,Generator,5,5,7,103425.0,19,8267.0,1479.0,13.5,0.5,377.7,8.4,1,1,H
HH019203,Lagos,Commercial,Flat,Generator,Band A,No,No,generator,4,3,7,33216.0,5,70137.0,6460.0,17.0,0.0,157.6,7.5,0,2,high
HH019204,Enugu,Agricultural,Bungalow,NEPA/PHCN,Band A,Yes,No,Solar,5,2,10,397271.0,21,3162.0,28360.0,4.0,0.0,142.7,3.9,3,1,high
HH019205,Oyo,Industrial,Factory,NEPA/PHCN,Band C,Prepaid,No,Generator,6,4,8,113690.0,6,"NGN10,787",1583.0,9.1,0.0,20.0,6.6,1,0,Medium
HH019206,Benue,Industrial,Duplex,Generator,Band C,1,No,Generator,5,5,9,42935.0,10,2645.0,4011.0,0.0,0.0,171.2,7.5,2,1,HEAVY
HH019207,Kwara,Residential,flat,Generator,BAND A,Yes,Yes,UPS,2,4,8,97034.0,0,18697.0,6695.0,9.9,0.5,,3.1,1,1,low
HH019208,Abuja,Residential,Duplex,Both,Band B,no,No,None,1,1,7,352432.0,20,7522.0,21680.0,17.9,0.0,45.1,5.9,1,1,Low
HH019209,Benue,Industrial,Mansion,NEPA,Band C,Yes,No,UPS,6,1,7,101383.0,25,5455.0,11360.0,7.7,0.0,197.2,5.7,1,1,high
HH019210,Anambra,Agricultural,Flat,NEPA/PHCN,BAND A,No,No,None,2,5,16,100613.0,14,"₦14,178",9885.0,7.1,0.0,20.0,2.5,2,0,Heavy
HH019211,Abuja,Residential,Bungalow,Solar,Band A,no,No,Generator,5,3,6,136843.0,13,6941.0,18899.0,9.9,0.0,32.7 kWh,7.2,1,1,M
HH019212,Delta,Agricultural,Bungalow,NEPA/PHCN,Band D,No,No,Generator,3,3,9,192905.0,5,29873.0,9801.0,13.5,0.0,141.3,6.4,2,0,Medium
HH019213,Enugu,Residential,Bungalow,Grid,Band A,Yes,no,UPS,6,6,8,130748.0,27,1382.0,"₦18,300",3.4,0.0,-104.5,4.6,1,0,Average
HH019214,Bauchi,Residential,Bungalow,Both,D,No,Yes,Generator,9,4,12,36440.0,4,5830.0,26019.0,7.6,0.5,623.7,5.4,1,1,VERY HIGH
HH019215,Kaduna,Residential,Duplex,Both,Band B,Yes,yes,Generator,7,7,7,143782.0,0,42280.0,8543.0,5.7,2.8,149.5,6.8,2,0,moderate
HH019216,Bauchi,Commercial,Duplex,Solar,Band D,No,no,None,2,3,11,216860.0,20,7510.0,45442.0,13.2,0.0,229.5,1.5,1,0,H
HH019217,Plateau,Industrial,Bungalow,NEPA/PHCN,B,Yes,yes,UPS,7,4,6,184622.0,21,18108.0,1515.0,7.5,2.6,770.2,7.4,0,1,very high
HH019218,Delta,Residential,Flat,NEPA/PHCN,Band E,yes,no,generator,2,1,4,"₦535,243",19,7530.0,15536.0,8.6,0.0,563.1,6.3,1,1,Moderate
HH019219,Plateau,Government,Flat,Both,Band C,Postpaid,No,None,4,6,4,558234.0,6,35056.0,6445.0,13.1,0.0,700.0 kWh,3.2,3,0,Very High
HH019220,Lagos,Commercial,Office,solar,band b,Yes,Yes,Solar,8,3,4,20000.0,15,28490.0,11687.0,24.0,3.6,365.8,7.2,3,0,VERY HIGH
HH019221,Rivers,Commercial,Bungalow,NEPA/PHCN,Band D,yes,No,Generator,5,2,11,68463.0,4,2202.0,8699.0,0.0,0.0kw,97.0,7.0,1,1,Moderate
HH019222,Niger,Industrial,DUPLEX,Both,Band D,no,no,GEN,6,2,8,49892.0,9,74606.0,13960.0,14.6,0.0,186.6,3.7,2,2,H
HH019223,Delta,Residential,Flat,Solar,Band B,Yes,No,None,6,4,15,,8,13867.0,14616.0,10.6,0.0,136.9,6.4,2,2,Very heavy
HH019224,Lagos,Industrial,Office,Both,Band C,No,yes,No Backup,1,7,6,155398.0,17,3023.0,"₦2,479",14.2,3.9,269.4,6.5,3,1,High
HH019225,Niger,Residential,Bungalow,Both,Band D,1,Yes,UPS,2,3,6,263376.0,5,2983.0,8715.0,10.5 hrs,0.5,75.2,7.6,0,1,Low
HH019226,Lagos,Residential,Office,NEPA/PHCN,Band A,No,No,Generator,7,6,4,95125.0,11,6228.0,"₦9,007",13.6,0.0,183.8,6.2,1,2,Average
HH019227,Plateau,Commercial,Flat,Both,band a,No,Yes,None,5,1,13,249978.0,23,8542.0,17054.0,11.1,5.5,57.6,7.9,2,1,VERY HIGH
HH019228,Kaduna,Government,flat,NEPA/PHCN,Band A,Postpaid,No,solar,3,2,7,20000.0,3,18103.0,24719.0,16.7,0.0,,6.2,1,1,HEAVY
HH019229,Rivers,Commercial,bungalow,Both,Band D,1,no,None,5,3,5,,0,36421.0,11248.0,15.0,0.0,541.4,10.4,3,2,Very heavy
HH019230,Kano,Commercial,Office,NEPA/PHCN,Band A,No,No,Solar,5,6,16,65462.0,14,25318.0,5724.0,13.6,0.0,93.0,6.5,0,0,HIGH
HH019231,Benue,Industrial,Factory,NEPA/PHCN,Band A,No,Yes,Generator,5,5,9,208496.0,3,20187.0,372.0,9.1,9.6,483.1,3.2,0,1,Extreme
HH019232,Sokoto,Residential,Office,NEPA/PHCN,Band D,Yes,No,None,4,9,7,77654.0,8,15644.0,4120.0,16.4,0.0,2340.8,5.9,1,2,Extreme
HH019233,Oyo,Industrial,Bungalow,NEPA,Band C,no,no,Generator,4,3,8,67954.0,4,5996.0,1196.0,16.5 hours,0.0,87.6,6.1,0,2,Average
HH019234,Anambra,Residential,Factory,NEPA/PHCN,Band A,Yes,No,Solar,4,7,3,361276.0,6,12116.0,"NGN5,948",11.8,0.0,53.3,6.3,1,1,L
HH019235,Kwara,Residential,Bungalow,Generator,Band C,Yes,No,None,5,1,9,108056.0,12,21337.0,5571.0,15.5,0.0,371.1kwh,4.7,0,0,AVERAGE
HH019236,Kwara,Residential,Office,NEPA/PHCN,Band B,Yes,No,Solar,2,2,6,317683.0,19,26222.0,"₦15,500",12.2,0.0,249.8,4.8,1,1,MODERATE
HH019237,Benue,Residential,Bungalow,NEPA/PHCN,Band E,Yes,No,UPS,8,2,9,38955.0,,3145.0,496.0,8.1,0.0,344.3,6.0,3,0,H
HH019238,Bauchi,Residential,Duplex,Both,Band D,no,Yes,Generator,2,5,8,20000.0,2,18689.0,5410.0,16.6,1.2,151.6,5.9,2,3,Moderate
HH019239,Bauchi,Residential,Flat,nepa,Band D,Prepaid,no,None,7,4,8,84434.0,6,33243.0,6291.0,8.5,0.0,253.7,7.6,1,1,Average
HH019240,Benue,Residential,Duplex,Mixed,D,yes,no,Generator,4,1,4,49747.0,14,32313.0,424.0,4.7,0.0,20.0,3.0,1,0,L
HH019241,Plateau,Commercial,Factory,Grid,Band D,Yes,Yes,Generator,2,4,9,186843.0,14,182100.0,19328.0,7.9,1.9,543.1,5.3,1,0,HIGH
HH019242,Kwara,Commercial,Flat,NEPA/PHCN,Band B,no,No,Generator,2,3,9,174938.0,10,2791.0,16184.0,11.5,0.0,29.7,5.3,1,0,AVERAGE
HH019243,Kano,Commercial,OFFICE,NEPA/PHCN,C,no,yes,None,4,6,4,"NGN70,788",3,23546.0,"NGN1,241",16.9,6.9,53.8,7.7,2,1,moderate
HH019244,Oyo,Residential,Flat,Generator,Band A,no,Yes,none,2,2,8,126809.0,19,25910.0,3623.0,14.0,0.5,20.0,4.3,4,2,M
HH019245,Kwara,Industrial,Factory,generator,Band B,Yes,no,Generator,3,2,6,129470.0,5,10204.0,5622.0,16.6,0.0,44.1,8.7,2,2,HEAVY
HH019246,Oyo,Residential,Shop,Generator,Band B,No,No,Generator,4,4,9,282902.0,19,11530.0,4076.0,13.1,0.0,20.0,3.9,2,2,Average
HH019247,Anambra,Commercial,Duplex,Both,Band B,No,No,Solar,5,1,7,824521.0,0,8517.0,8619.0,7.4,0.0,282.6,3.6,1,1,HIGH
HH019248,Plateau,Residential,Factory,Both,Band A,No,No,Generator,6,5,8,262839.0,14,21622.0,"NGN1,086",15.9,0.0,20.0,10.6,5,1,VH
HH019249,Benue,Commercial,Flat,NEPA/PHCN,Band C,No,No,None,7,5,9,20000.0,13,25826.0,13604.0,9.1,0.0,364.2,8.0,2,1,Very High
HH019250,Kwara,Residential,Bungalow,Both,Band D,Yes,No,Generator,9,3,11,50492.0,23,10921.0,9921.0,8.8,0.0,101.0,4.5,0,2,M
HH019251,Plateau,Industrial,Bungalow,NEPA/PHCN,Band C,Y,yes,UPS,6,5,9,111916.0,0,9633.0,₦617,7.5,0.5,773.9,7.2,3,2,Very High
HH019252,Rivers,Government,Factory,Solar,Band B,No,No,UPS,6,4,10,84329.0,4,18682.0,339.0,14.8,0.0,1122.7,6.5,3,1,very high
HH019253,Lagos,Industrial,Bungalow,Generator,A,Yes,Yes,Generator,1,4,2,100218.0,19,19912.0,25930.0,4.9,0.5,20.0,10.7,0,1,Low
HH019254,Kwara,Residential,Bungalow,Generator,Band C,yes,No,Solar,5,5,9,53217.0,12,83760.0,6565.0,5.2,0.0,111.6,7.5,2,1,MODERATE
HH019255,Oyo,Residential,Flat,NEPA/PHCN,Band E,Yes,no,ups,4,2,7,555671.0,2,38123.0,,8.0,0.0,68.4,9.0,1,1,low
HH019256,Lagos,Government,Duplex,NEPA,Band B,Yes,No,Generator,6,4,10,159127.0,21,1000.0,3764.0,5.1,0.0,154.0,5.2,2,2,HIGH
HH019257,Kaduna,Residential,Factory,generator,Band B,Yes,No,ups,7,4,7,162459.0,17,1233.0,6190.0,10.2,0.0,396.4kwh,6.3,2,3,very high
HH019258,Benue,Government,Bungalow,generator,Band D,No,No,None,4,3,7,388841.0,15,-14940.0,1557.0,9.7,0.0,315.4,7.6,1,1,Moderate
HH019259,Kwara,Residential,Bungalow,Generator,Band A,Yes,no,Generator,7,4,4,349735.0,8,23740.0,2104.0,13.2,0.0,222.7,4.2,2,3,high
HH019260,Kwara,Agricultural,Flat,NEPA/PHCN,C,Yes,no,Generator,5,6,7,79130.0,7,2560.0,1516.0,6.9,0.0,622.5,7.4,1,1,HEAVY
HH019261,Sokoto,Government,Flat,NEPA/PHCN,Band C,yes,yes,Solar,1,5,8,470471.0,15,15859.0,7175.0,15.2,0.5,193.8,2.4,0,0,MINIMAL
HH019262,Delta,Commercial,Shop,Both,band b,Yes,Yes,UPS,4,6,7,252290.0,13,7301.0,3295.0,10.2,0.5,656.9,7.2,3,1,VH
HH019263,Lagos,Residential,Office,Generator,Band D,No,Yes,Generator,9,4,9,97020.0,25,4688.0,10893.0,17.0,7.1,252.8kwh,5.6,1,3,HIGH
HH019264,Kwara,Residential,DUPLEX,NEPA/PHCN,D,Y,Y,Generator,6,7,8,35309.0,16,16003.0,26192.0,0.1 hours,,671.7,8.1,1,1,H
HH019265,Rivers,Government,Duplex,Generator,Band A,Yes,yes,Generator,5,4,6,"NGN49,226",19,2921.0,4753.0,10.3,0.6,496.9,6.8,1,1,HIGH
HH019266,Anambra,Government,Office,Both,Band D,no,no,None,3,1,10,51922.0,12,12972.0,1024.0,4.0,0.0,38.8,5.4,1,0,L
HH019267,Niger,Residential,Office,NEPA/PHCN,Band E,Yes,No,None,6,5,9,24384.0,14,,2183.0,6.4,0.0,623.5,5.6,0,0,HEAVY
HH019268,Lagos,Residential,Factory,Off-grid,BAND A,Yes,Yes,None,5,3,10,215476.0,21,20135.0,19186.0,7.8,1.8,52.9,1.9,0,2,MINIMAL
HH019269,Anambra,Industrial,Warehouse,Both,Band A,Prepaid,Yes,None,1,2,13,24659.0,15yrs,64570.0,16845.0,15.1,2.9,135.4,7.0,0,0,High
HH019270,Enugu,Commercial,Flat,NEPA/PHCN,Band A,yes,0,Generator,4,2,11,21449.0,10 years,12187.0,3254.0,3.2,0.0,31.1,5.2,1,1,AVERAGE
HH019271,Oyo,Industrial,Flat,Generator,Band D,Yes,No,Generator,1,3,15,46949.0,0,31455.0,3814.0,6.8,0.0,42.2,6.4,0,0,Medium
HH019272,Kaduna,Industrial,Shop,NEPA/PHCN,Band A,Yes,No,Generator,5,4,4,45852.0,13,16052.0,16696.0,8.4,0.0,92.5,6.9,2,0,HEAVY
HH019273,Delta,Government,Bungalow,NEPA/PHCN,Band A,Yes,Y,Generator,4,6,9,41554.0,15,21181.0,21368.0,10.3,0.5,507.9,6.9,1,0,VH
HH019274,Rivers,Residential,Bungalow,NEPA/PHCN,Band C,Yes,No,Solar,8,4,8,296181.0,15,27454.0,3094.0,1.8,0.0,967.4,5.0,2,1,Very High
HH019275,Bauchi,Residential,Flat,Both,Band C,Prepaid,Yes,solar,6,1,5,88119.0,16,15053.0,11416.0,14.7,6.6,31.0,9.8,2,3,MINIMAL
HH019276,Bauchi,Residential,Duplex,Both,Band D,Yes,No,Solar,4,3,11,20000.0,10,43047.0,"NGN19,229",10.9,0.0,353.0,5.9,2,2,HIGH
HH019277,Kaduna,Government,Flat,NEPA/PHCN,Band A,Yes,yes,Solar,1,6,10,95356.0,5,10557.0,9084.0,11.6,0.5,20.0,5.1,1,2,moderate
HH019278,Delta,Commercial,Warehouse,Both,Band C,Yes,No,Solar,3,2,6,214739.0,19,1000.0,5570.0,4.9,0.0,160.1,4.9,0,2,Low
HH019279,Plateau,Residential,Duplex,Off-grid,Band B,No,No,None,1,5,9,26336.0,19,9446.0,1758.0,10.3,0.0,148.1,9.6,1,2,AVERAGE
HH019280,Sokoto,Residential,Factory,Both,Band D,no,No,Generator,2,2,7,,20,13830.0,17751.0,12.1,0.0,223.1,6.4,1,0,low
HH019281,Kaduna,Residential,Duplex,Off-grid,Band B,Yes,Yes,Solar,8,5,10,254039.0,6,9259000.0,12283.0,10.6,4.4,20.0,6.5,0,0,M
HH019282,Plateau,Industrial,Duplex,Generator,Band C,Yes,Yes,generator,5,5,18,255406.0,12,1000.0,"NGN18,416",12.7,2.6,123.8,2.5,0,2,VH
HH019283,Niger,Industrial,Duplex,Solar,Band D,Yes,Yes,generator,4,1,4,224234.0,20,15656.0,29922.0,15.6,0.5,28.8,5.0,1,0,Low
HH019284,Sokoto,Commercial,Office,Solar,Band D,No,No,None,6,3,8,52485.0,13,52821.0,25933.0,6.6,0.0,475.9,3.2,2,0,EXTREME
HH019285,Benue,Residential,Duplex,solar,Band A,Yes,No,Solar,6,5,4,48221.0,0,"NGN16,467",3714.0,8.4,0.0,117.0,4.3,0,2,Low
HH019286,Kaduna,Government,Factory,Generator,Band D,Yes,No,Generator,4,5,5,159466.0,17,1188.0,13921.0,18.0,0.0,95.7,5.1,1,1,M
HH019287,Abuja,Residential,Office,Mixed,Band D,Yes,Yes,Generator,4,9,10,72065.0,11,9875.0,NGN314,14.2,0.5,20.0,4.6,3,2,high
HH019288,Oyo,Commercial,Flat,Solar,Band C,Yes,No,Solar,5,3,12,207176.0,8,47955.0,10901.0,10.6,0.0,11218.0,8.0,2,1,VERY HIGH
HH019289,Kano,Residential,Bungalow,NEPA/PHCN,Band D,no,Yes,generator,4,1,13,73508.0,27,4136.0,1833.0,13.4,2.7,315.9,5.2,1,0,Average
HH019290,Delta,Residential,Bungalow,NEPA/PHCN,Band A,No,no,Generator,8,2,4,73569.0,7,-39252.0,1991.0,8.9,0.0,893.2 kWh,7.2,3,1,Very High
HH019291,Rivers,Residential,Flat,NEPA/PHCN,band a,No,No,UPS,5,2,9,20000.0,12yrs,11427.0,"₦4,604",11.6 hours,0.0,286.1,7.1,2,1,Heavy
HH019292,Lagos,Commercial,Shop,NEPA/PHCN,Band C,Yes,Yes,Generator,3,8,8,29723.0,3,"NGN1,313",5159.0,12.9,0.6,1146.6,3.5,1,1,EXTREME
HH019293,Benue,Commercial,Office,Both,Band D,No,Yes,Solar,2,6,11,"NGN40,451",19,18804.0,14497.0,0.0,0.5,30.3,5.9,2,0,LOW
HH019294,Benue,Residential,Flat,Solar,Band A,no,Yes,Generator,6,5,9,"NGN20,000",3,5475.0,15023.0,8.5,0.7,20.0,6.9,0,1,Minimal
HH019295,Kaduna,Residential,bungalow,Both,Band D,Yes,no,None,1,2,5,58955.0,0,13582.0,1154.0,4.0,0.0,606.1kwh,8.1,1,2,MODERATE
HH019296,Kaduna,Government,Bungalow,nepa,Band C,Yes,No,Generator,5,3,9,20000.0,11,27736.0,10666.0,10.8,0.0,43.4,8.2,0,1,LOW
HH019297,Delta,Residential,Flat,Grid,band a,No,No,GEN,3,4,5,101662.0,16,8690.0,781.0,3.7,0.0,231.1,1.7,0,1,LOW
HH019298,Sokoto,Residential,Office,NEPA/PHCN,Band C,no,No,Solar,3,4,12,177140.0,1,7172.0,18374.0,7.6,0.0,588.6,6.6,1,0,VH
HH019299,Plateau,Residential,Duplex,NEPA/PHCN,Band D,No,No,Generator,5,3,4,63131.0,26,8443.0,12114.0,6.8,0.0,23.7,6.2,1,0,low
HH019300,Enugu,Industrial,Mansion,Solar,Band A,Yes,no,UPS,3,2,8,30309.0,14,34043.0,13313.0,8.6,0.0,265.9,2.6,1,1,high
HH019301,Sokoto,Residential,Flat,NEPA/PHCN,Band A,No,no,solar,5,4,7,71201.0,26,15786.0,26881.0,7.8,0.0,115.7kwh,8.6,2,1,HEAVY
HH019302,Kano,Agricultural,Bungalow,NEPA/PHCN,D,Postpaid,no,solar,5,2,9,20000.0,18,18973.0,6758.0,14.0,0.0,113.9,6.8,0,1,Minimal
HH019303,Bauchi,Residential,Bungalow,Both,Band B,No,0,ups,4,5,6,20000.0,17,5948.0,1122.0,11.2,0.0,798.8,5.0,2,0,VERY HIGH
HH019304,Kaduna,Residential,Flat,Both,B,No,No,Generator,2,3,7,492877.0,19,18781.0,16332.0,9.1,0.0,292.0,6.2,0,0,Low
HH019305,Kwara,Residential,Office,NEPA,Band A,No,yes,Generator,1,3,8,71481.0,10,14059.0,6507.0,0.0,2.0,282.6,6.9,2,0,low
HH019306,Abuja,Commercial,Warehouse,solar,Band D,Yes,No,Generator,9,3,4,92991.0,18,29618.0,3278.0,11.5,0.0,246.4,3.4,0,3,Medium
HH019307,Niger,Residential,Office,Generator,Band C,No,no,Generator,8,3,8,109747.0,20,36239.0,32542.0,4.5,0.0,478.6,6.2,3,0,Very heavy
HH019308,Bauchi,Commercial,Office,Off-grid,band a,no,No,Generator,5,1,5,"₦126,713",4,8948.0,"NGN28,815",8.6,0.0,20.0,5.4,1,1,Medium
HH019309,Anambra,Residential,Duplex,NEPA/PHCN,Band C,yes,No,Generator,5,2,6,41399.0,10,29601.0,3931.0,0.8,0.0,123.9,5.9,2,1,Low
HH019310,Abuja,Residential,Bungalow,generator,Band A,Yes,Yes,Generator,2,2,11,-20000.0,18,21277.0,1908.0,13.8,1.0,315.8,6.9,1,1,AVERAGE
HH019311,Kano,Government,Office,Generator,Band C,Yes,No,Solar,1,3,7,397604.0,11,21367.0,1129800.0,12.9,0.0,354.7,6.8,0,0,MODERATE
HH019312,Benue,Industrial,Shop,solar,Band D,No,No,Generator,1,7,6,127200.0,6,"₦15,155",35341.0,11.6,0.0,20.0,3.5,1,0,M
HH019313,Sokoto,Residential,Office,NEPA/PHCN,Band A,Postpaid,Yes,Solar,3,4,8,20000.0,22,2244.0,9082.0,17.8,1.1,225.7,2.7,1,0,MINIMAL
HH019314,Sokoto,Commercial,Flat,Both,Band A,Yes,No,generator,2,5,10,212838.0,4,13489.0,26853.0,9.3,0.0,207.7kwh,7.1,2,1,very high
HH019315,Niger,Commercial,Office,Generator,Band D,Yes,No,None,11,2,7,50749.0,22,22273.0,5024.0,0.5,0.0,94.0,6.5,4,2,VH
HH019316,Kwara,Residential,Flat,Generator,Band D,yes,No,GEN,1,4,10,55669.0,0 years,33344.0,13700.0,12.4 hrs,0.0,41.1,6.1,2,0,low
HH019317,Benue,Commercial,Bungalow,NEPA/PHCN,Band B,Yes,yes,None,3,2,10,94102.0,18,2963.0,3105.0,13.1,2.9,368.9,6.7,1,0,High
HH019318,Benue,Residential,Factory,Both,Band D,No,yes,generator,1,3,10,269093.0,19,13720.0,4874.0,18.1 hrs,2.5,123.0,6.9,1,1,L
HH019319,Abuja,Commercial,Flat,NEPA/PHCN,Band A,Postpaid,Yes,None,10,1,9,46011.0,5,1318.0,2691.0,9.5,0.5,140.5,4.4,2,0,High
HH019320,Anambra,Industrial,Flat,Solar,Band D,No,No,Generator,5,5,8,20000.0,17,9382.0,21041.0,1.9,0.0,514.6kwh,4.3,1,1,very high
HH019321,Lagos,Residential,Office,NEPA/PHCN,Band B,Yes,No,none,4,6,3,20000.0,9,5788.0,31669.0,6.8 hrs,0.0,75.6,4.0,1,0,Minimal
HH019322,Oyo,Residential,Duplex,Both,Band B,no,yes,Generator,5,1,9,155498.0,5,13230.0,8378.0,20.3,2.8,378.3,7.8,1,0,H
HH019323,Lagos,Residential,Flat,NEPA/PHCN,Band D,yes,No,None,2,1,16,"₦25,158",2,34599.0,7937.0,12.9,0.0,187.4,2.9,1,2,HIGH
HH019324,Oyo,Agricultural,Office,Both,B,yes,No,Generator,3,3,7,148993.0,15,10671.0,9137.0,11.3,0.0,140.0 kWh,4.6,0,0,Low
HH019325,Enugu,Industrial,Duplex,Grid,Band A,Yes,No,Generator,7,4,10,661979.0,18,347400.0,9084.0,8.1,0.0,90.5,6.8,2,0,EXTREME
HH019326,Enugu,Residential,Factory,solar,Band A,No,No,Generator,6,6,4,49248.0,12,49116.0,601.0,14.4,0.0,22.9,5.8,2,0,L
HH019327,Plateau,Residential,Flat,NEPA/PHCN,Band B,Yes,Yes,Generator,2,6,9,140258.0,0,46464.0,6409.0,12.4,0.5,481.9,3.0,1,0,Moderate
HH019328,Enugu,Residential,Shop,NEPA/PHCN,C,Yes,No,Solar,4,1,11,72992.0,0,40313.0,1366.0,18.4,0.0,199.2,8.2,0,2,MODERATE
HH019329,Abuja,Commercial,Shop,NEPA/PHCN,Band E,Yes,No,Generator,6,1,8,-20000.0,7,31593.0,5986.0,9.7,0.0,24.6,4.6,1,1,Minimal
HH019330,Enugu,Commercial,Flat,NEPA,B,Yes,Yes,UPS,8,3,3,44002.0,0,23902.0,8457.0,3.6,1.1,78.1,5.1,0,4,low
HH019331,Benue,Agricultural,Bungalow,NEPA/PHCN,Band C,Yes,No,None,5,1,8,323520.0,7,1060.0,2322.0,9.5 hrs,0.0,948.8,4.5,0,0,HIGH
HH019332,Oyo,Residential,Factory,NEPA/PHCN,Band B,Y,Yes,None,5,5,6,193046.0,9,7664.0,32015.0,2.0,1.8,856.1,5.0,0,1,High
HH019333,Sokoto,Commercial,Flat,NEPA/PHCN,Band B,Yes,No,None,9,5,8,20000.0,8,1000.0,8970.0,6.6,0.0,44.5,7.2,0,0,M
HH019334,Lagos,Industrial,Office,NEPA,A,yes,Yes,GEN,1,1,8,117119.0,16,17451.0,43513.0,13.8,0.5,658.1,3.2,5,2,VERY HIGH
HH019335,Delta,Industrial,Bungalow,Off-grid,Band B,No,yes,No Backup,4,2,8,107799.0,14,5631.0,16170.0,14.6,5.0,287.6,5.2,0,0,H
HH019336,Niger,Residential,Office,nepa,Band C,Yes,No,Solar,4,4,7,20000.0,9,"NGN15,025",5948.0,10.3,0.0,179.9,4.3,2,4,moderate
HH019337,Kaduna,Commercial,Flat,NEPA,Band B,Yes,Yes,UPS,4,3,4,35614.0,25,3838.0,10079.0,20.8,0.7,632.3,5.7,1,1,HEAVY
HH019338,Oyo,Residential,Duplex,Both,Band C,Yes,Yes,Solar,2,1,7,20000.0,9,,5055.0,15.8,6.6,125.5,6.2,1,2,LOW
HH019339,Lagos,Residential,Warehouse,Solar,Band B,yes,Yes,None,3,6,9,20000.0,16,11579.0,5175.0,9.0,0.5,223.9,4.3,2,3,AVERAGE
HH019340,Bauchi,Government,Flat,Both,Band B,Yes,0,Generator,1,1,10,37804.0,31,46361.0,1143.0,0.0,0.0,198.2,3.0,1,1,MINIMAL
HH019341,Bauchi,Government,Office,NEPA/PHCN,Band C,Yes,No,None,5,4,9,34835.0,4,2442.0,19581.0,20.6,0.0,1048.8,5.8,0,0,VH
HH019342,Lagos,Industrial,Office,NEPA/PHCN,Band B,Yes,1,Generator,1,5,12,218749.0,14,35430.0,745.0,8.8,1.6,462.9,7.0,0,2,Very heavy
HH019343,Kaduna,Residential,Bungalow,Both,Band E,Yes,N,none,5,4,8,122264.0,22,19252.0,"₦37,784",0.6,0.0,71.5,4.6,0,0,Minimal
HH019344,Kwara,Industrial,Factory,Generator,Band C,No,No,Generator,7,3,12,63888.0,23,27517.0,14543.0,0.0,0.0,371.3,4.8,2,0,VH
HH019345,Benue,Residential,Duplex,Solar,Band B,yes,Yes,None,3,5,8,381050.0,14,18180.0,3893.0,9.9,1.6,320.9,4.3,0,4,moderate
HH019346,Delta,Residential,Shop,nepa,Band B,No,no,Solar,6,3,6,87182.0,16 years,2617.0,22207.0,,0.0,582.2,8.2,1,0,HEAVY
HH019347,Kwara,Commercial,Office,Both,Band A,yes,No,None,6,3,10,38483.0,11 years,23595.0,2943.0,4.0,0.0,53.8,9.3,2,0,Heavy
HH019348,Kwara,Residential,Duplex,NEPA,Band B,Yes,Yes,Generator,1,4,6,167120.0,6,2324.0,22011.0,6.4,3.5,898.8,3.7,1,0,high
HH019349,Lagos,Agricultural,Flat,Generator,Band D,Yes,No,Generator,2,4,12,101542.0,0,28181.0,22274.0,8.6,0.0,391.3,8.5,1,0,High
HH019350,Anambra,Residential,Factory,NEPA/PHCN,Band B,0,No,none,1,4,8,51458.0,14,45801.0,10570.0,1.6,0.0,44.5,6.0,1,0,Low
HH019351,Sokoto,Residential,Office,NEPA/PHCN,Band A,Yes,No,UPS,6,3,9,428155.0,12,14783.0,14528.0,2.1,0.0,307.9,5.9,1,0,HEAVY
HH019352,Rivers,Commercial,Office,NEPA/PHCN,Band B,Yes,No,Generator,1,4,8,208440.0,27,49067.0,50632.0,13.4,0.0,172.8,2.9,1,1,HEAVY
HH019353,Oyo,Industrial,Bungalow,NEPA/PHCN,Band D,no,0,None,3,1,8,34126.0,11,2982.0,1066.0,18.4,0.0,434.0,2.6,1,0,HIGH
HH019354,Abuja,Commercial,Shop,NEPA/PHCN,Band C,No,Yes,Generator,6,2,8,51858.0,16,22411.0,47756.0,14.9,2.2,222.4,6.6,2,0,Heavy
HH019355,Bauchi,Residential,Duplex,NEPA/PHCN,Band B,No,No,Generator,2,3,4,50319.0,18,1971.0,10385.0,18.0,0.0,136.4,8.4,0,3,Minimal
