State,Sector,BuildingType,ElectricitySource,TariffBand,HasMeter,RenewableEnergy,BackupPower,NumOccupants,NumRooms,NumAppliances,BuildingAge(Years),HoursPowerDaily,SolarCapacity(kW),PeakHourUsage,NumACUnits,NumFreezers,ConsumptionCategory,MonthlyIncome_log,MonthlyBill_log,GeneratorFuelCost_log,MonthlyConsumption_log,consumption_rate,House_comfort,usage_rate,appliance_consumption,Hourly_rate
Niger,Commercial,Factory,Both,B and D,Yes,Yes,Generator,5,7,13,9,23.6,0.8,6.1,0,1,High,9.3143,9.3143,8.12740456269308,5.107156861086878,1.02,0.466,0.534,1.18,0.216
Kaduna,Residential,Office,NEPA/PHCN,B and D,Yes,Yes,Generator,2,1,9,0,10.7,0.5,10.0,1,1,Low,9.054,9.054,7.615298339825815,4.818667360250496,2.41,0.905,0.543,1.07,0.45
Enugu,Residential,Office,NEPA/PHCN,B and D,Yes,No,Generator,3,4,11,19,11.9,0.0,8.6,2,5,Very high,9.6458,9.6458,4.68213122712422,6.308826773661173,2.1,0.643,0.673,0.793,0.53
Niger,Residential,Bungalow,NEPA/PHCN,B and B,Yes,Yes,Generator,9,5,2,19,9.5,1.7,1.7,3,2,Moderate,8.5335,8.5335,8.820108644508608,5.00930107108312,0.56,1.219,0.492,1.357,0.527
Sokoto,Residential,Shop,NEPA/PHCN,B and A,Yes,No,UPS,2,1,8,8,6.4,0.0,5.0,1,0,Very high,9.3322,9.3322,8.938006576471201,7.139263746627974,3.57,1.037,0.511,0.711,1.116
Anambra,Industrial,Duplex,Solar,B and D,Yes,Yes,Generator,6,8,7,29,7.5,2.3,12.0,1,1,High,6.9088,6.9088,9.663960521971394,4.019980146933238,0.67,0.461,0.417,0.5,0.536
Bauchi,Residential,Flat,Both,B and A,Yes,No,Generator,1,5,10,5,15.0,0.0,7.0,0,1,Low,8.8512,8.8512,8.143226750367445,3.5085558999826545,3.51,0.59,0.521,1.0,0.234
Kaduna,Agricultural,Duplex,NEPA/PHCN,B and A,No,No,Generator,2,6,7,13,4.8,0.0,5.5,1,3,High,9.7184,9.7184,7.879669914604289,6.252481750850273,3.13,0.748,0.552,0.369,1.303
Oyo,Industrial,Factory,Generator,B and D,Prepaid,Yes,Solar,4,5,9,20,7.1,0.5,7.3,1,1,High,6.9088,6.9088,9.112837790614945,5.159629846774143,1.29,0.493,0.431,0.507,0.727
Benue,Residential,Warehouse,NEPA/PHCN,B and C,No,Yes,Generator,3,7,5,17,15.3,5.3,3.1,0,1,Low,10.3462,10.3462,9.279474566809853,4.152613470346076,1.38,0.862,0.527,1.275,0.271
Plateau,Commercial,Shop,Both,B and A,Yes,Yes,UPS,6,3,5,20,13.9,1.8,6.8,0,0,Low,9.413,9.413,7.470224135899966,4.574710978503383,0.76,1.177,0.558,1.738,0.329
Abuja,Commercial,Office,Both,B and C,No,Yes,Generator,4,3,9,5,5.4,0.5,3.0,1,1,High,9.4912,9.4912,9.18254770919177,6.251132873104564,1.56,0.791,0.508,0.45,1.158
Abuja,Commercial,Office,Both,B and C,Yes,Yes,Solar,2,5,10,24,9.0,0.9,3.9,0,1,Low,8.4123,8.4123,9.096163326913784,3.044522437723423,1.52,0.561,0.48,0.6,0.338
Anambra,Commercial,Flat,Solar,B and A,Yes,Yes,Generator,8,2,8,23,14.7,2.9,6.3,0,2,High,7.0067,7.0067,7.226209010100671,5.63906615993651,0.7,0.701,0.492,1.47,0.384
Abuja,Residential,Duplex,NEPA/PHCN,B and C,Yes,Yes,Solar,2,3,7,30,7.6,1.0,9.8,1,1,Low,9.2256,9.2256,9.605014129006127,5.738505910714586,2.87,0.923,0.49,0.76,0.755
Abuja,Commercial,Duplex,NEPA/PHCN,B and D,Yes,Yes,Generator,5,2,9,13,5.6,2.7,8.4,2,0,Low,8.7291,8.7291,9.268892258925797,3.0492730404820207,0.61,0.794,0.485,0.509,0.545
Kano,Commercial,Flat,Both,B and D,Yes,No,Generator,5,2,9,16,5.1,0.0,8.8,0,0,Low,10.1665,10.1665,8.084254106307318,5.024538199265247,1.0,0.924,0.557,0.464,0.985
Kano,Industrial,Flat,Generator,B and A,Prepaid,Yes,Generator,8,4,7,6,2.3,1.1,4.6,1,0,High,9.3822,9.3822,9.154140322287983,3.5115454388310208,0.44,0.853,0.506,0.209,1.527
Rivers,Industrial,Flat,Generator,B and E,Yes,Yes,Generator,5,2,4,19,8.2,1.0,3.3,3,0,Moderate,9.6812,9.6812,9.801731643581741,4.684905154006945,0.94,1.614,0.497,1.367,0.571
Delta,Residential,Office,Solar,B and B,Yes,No,Generator,3,3,5,20,24.0,0.0,3.0,1,2,Low,10.6753,10.6753,8.776630098427717,3.7612001156935624,1.25,1.334,0.549,3.0,0.157
Anambra,Residential,Flat,Both,B and D,Yes,Yes,Generator,6,2,9,4,0.0,1.8,6.4,1,0,Moderate,9.1645,9.1645,9.023167064451204,5.974572679437764,1.0,0.833,0.504,0.0,inf
Abuja,Industrial,Flat,NEPA/PHCN,B and C,Yes,Yes,Generator,5,2,12,27,13.4,1.9,9.0,1,0,Moderate,9.0855,9.0855,7.351799869057777,3.044522437723423,0.61,0.649,0.553,0.957,0.227
Rivers,Agricultural,Duplex,Generator,B and A,Yes,No,Generator,4,7,8,9,7.6,0.0,9.7,1,1,Moderate,7.4611,7.4611,8.624252263709645,4.824305715904762,1.21,0.497,0.464,0.507,0.635
Anambra,Residential,Flat,Generator,B and A,Yes,No,UPS,4,3,7,0,10.9,0.0,6.1,1,1,Moderate,8.4753,8.4753,5.4680601411351315,5.886937017754048,1.47,0.848,0.608,1.09,0.54
Bauchi,Residential,Flat,NEPA/PHCN,B and B,Yes,No,Generator,4,3,10,14,6.4,0.0,5.7,1,2,High,10.7971,10.7971,10.085183913936165,5.411199523604709,1.35,0.831,0.517,0.492,0.845
Abuja,Residential,Factory,Solar,B and A,Yes,Yes,Solar,4,5,6,14,5.7,1.1,5.7,1,0,Low,8.6932,8.6932,9.72531736686465,5.893024474294729,1.47,0.79,0.472,0.518,1.034
Kwara,Residential,Duplex,NEPA/PHCN,B and B,Yes,Yes,UPS,5,5,6,19,8.1,1.0,4.9,1,1,Moderate,8.5834,8.5834,7.756623334538858,6.269474999863032,1.25,0.78,0.525,0.736,0.774
Plateau,Residential,Factory,NEPA/PHCN,B and B,Yes,No,Generator,3,1,10,7,12.2,0.0,5.5,4,1,Very high,8.6575,8.6575,9.175955945114351,6.8991180855864735,2.3,0.787,0.485,1.109,0.566
Niger,Residential,Bungalow,Both,B and A,Yes,No,Generator,3,6,7,28,16.0,0.0,4.1,1,1,Very high,9.0044,9.0044,5.823045895483019,6.243195555274104,2.08,0.693,0.607,1.231,0.39
Lagos,Commercial,Duplex,NEPA/PHCN,B and C,No,No,Solar,1,9,6,8,0.2,0.0,6.2,3,1,Moderate,10.1667,10.1667,8.005700678662542,3.044522437723423,3.04,0.678,0.559,0.013,15.223
Kwara,Residential,Bungalow,Generator,B and A,Yes,No,UPS,3,4,9,10,6.4,0.0,7.9,1,3,Moderate,9.3892,9.3892,10.055435808808186,3.269568939183719,1.09,0.722,0.483,0.492,0.511
Enugu,Residential,Office,NEPA/PHCN,B and A,Yes,Yes,Generator,3,3,8,0,8.9,0.5,6.2,3,1,Moderate,9.6458,9.6458,7.124478262493424,5.8027224225111045,1.93,0.877,0.575,0.809,0.652
Anambra,Residential,Flat,Generator,B and A,Yes,No,UPS,2,2,13,9,1.1,0.0,7.0,0,1,Moderate,10.2951,10.2951,5.594711379601839,5.552571912887299,2.78,0.686,0.648,0.073,5.048
Delta,Government,Flat,NEPA/PHCN,B and C,Yes,Yes,Generator,3,3,13,24,8.9,1.0,6.8,2,1,Very high,10.5986,10.5986,8.171599480345463,5.972536537222463,1.99,0.662,0.565,0.556,0.671
Enugu,Commercial,Office,NEPA/PHCN,B and C,Yes,No,UPS,5,3,7,3,10.3,0.0,7.9,1,1,Moderate,9.9512,9.9512,8.53030683056162,3.173878458937465,0.63,0.995,0.538,1.03,0.308
Rivers,Agricultural,Flat,NEPA/PHCN,B and B,No,No,Generator,4,3,12,9,14.4,0.0,6.1,2,0,High,9.4644,9.4644,8.302513718514158,4.738826570800765,1.18,0.631,0.533,0.96,0.329
Rivers,Commercial,Flat,Generator,B and C,Yes,No,Generator,4,4,11,13,19.1,0.0,2.4,0,0,High,8.8397,8.8397,9.175593635646347,5.409858741280944,1.35,0.589,0.491,1.273,0.283
Niger,Residential,Flat,NEPA/PHCN,B and B,Yes,Yes,No Backup,5,8,12,17,16.2,1.1,8.6,4,1,Very high,9.9093,9.9093,9.229603638157029,7.0015188087943,1.4,0.495,0.518,0.81,0.432
Abuja,Residential,Duplex,Both,B and C,Yes,No,Generator,3,2,6,13,9.7,0.0,5.0,0,2,Low,10.2822,10.2822,9.636783886469539,6.057486342649979,2.02,1.285,0.516,1.212,0.624
Enugu,Commercial,Bungalow,Both,B and B,Prepaid,No,Generator,4,4,8,15,5.9,0.0,7.8,1,2,Very high,8.9379,8.9379,9.453757028129948,6.427782118698911,1.61,0.745,0.486,0.492,1.089
Sokoto,Commercial,Bungalow,NEPA/PHCN,B and B,Yes,No,UPS,2,2,3,6,2.8,0.0,7.5,0,0,Low,10.1575,10.1575,6.876264611890766,5.234844943592463,2.62,2.032,0.596,0.56,1.87
Plateau,Commercial,Bungalow,Both,B and C,Yes,No,Generator,6,5,7,0,11.3,0.0,8.4,2,2,High,10.7412,10.7412,8.372398606513004,4.810557015713042,0.8,0.895,0.562,0.942,0.426
Abuja,Industrial,Flat,NEPA/PHCN,B and A,Yes,Yes,Solar,5,8,5,0,15.0,0.5,4.9,0,1,Moderate,9.9665,9.9665,8.043984431221553,4.42484663185681,0.88,0.767,0.553,1.154,0.295
Anambra,Industrial,Duplex,Generator,B and C,Yes,Yes,Generator,3,1,8,17,11.5,4.6,3.7,0,0,High,9.1452,9.1452,8.344267356262645,6.75786218940752,2.25,1.016,0.523,1.278,0.588
Bauchi,Residential,Bungalow,NEPA/PHCN,B and D,Yes,No,Generator,3,1,6,0,10.5,0.0,6.2,0,1,Low,9.8323,9.8323,9.876938217302591,5.136974216139274,1.71,1.405,0.499,1.5,0.489
Rivers,Industrial,Flat,Both,B and B,Yes,Yes,Generator,3,1,10,4,13.3,1.5,4.7,1,2,Moderate,9.928,9.928,6.453624998892692,4.635699391022914,1.55,0.903,0.606,1.209,0.349
Lagos,Commercial,Bungalow,Solar,B and C,Yes,No,Generator,1,4,8,11,11.8,0.0,6.9,1,0,Very high,9.5712,9.5712,6.988413181999592,5.827768454437193,5.83,0.798,0.578,0.983,0.494
Niger,Residential,Office,NEPA/PHCN,B and B,Yes,No,Generator,2,4,5,25,3.7,0.0,4.7,0,2,Low,10.3182,10.3182,8.93075873555827,4.867534450455582,2.43,1.146,0.536,0.411,1.316
Rivers,Commercial,Flat,Solar,B and D,No,No,Generator,6,5,6,15,8.3,0.0,3.4,0,1,Moderate,9.6312,9.6312,8.638702608813434,5.738827816399001,0.96,0.876,0.527,0.755,0.691
Kano,Commercial,Office,Generator,B and B,No,No,Generator,2,3,8,11,9.7,0.0,5.8,2,3,High,6.9088,6.9088,9.154140322287983,5.578974824062853,2.79,0.628,0.43,0.882,0.575
Benue,Residential,Duplex,Both,B and A,Yes,Yes,Generator,4,3,5,0,11.6,2.8,10.6,0,1,Low,10.1669,10.1669,10.49349397417656,5.8027224225111045,1.45,1.271,0.492,1.45,0.5
Kaduna,Residential,Duplex,Solar,B and A,No,No,Solar,2,4,9,2,3.7,0.0,5.4,0,0,Moderate,9.0087,9.0087,9.177610547353265,6.200914771290189,3.1,0.693,0.495,0.285,1.676
Delta,Residential,Duplex,Both,B and B,Yes,No,Generator,5,5,6,2,10.7,0.0,5.0,0,1,Moderate,7.6387,7.6387,9.14855007101973,5.210032451680465,1.04,0.694,0.455,0.973,0.487
Enugu,Residential,Office,Generator,B and A,No,No,Generator,4,2,9,16,18.6,0.0,6.1,1,0,Moderate,7.547,7.547,8.871645667501872,3.55820113047182,0.89,0.686,0.46,1.691,0.191
Abuja,Residential,Flat,NEPA/PHCN,B and B,Yes,No,Generator,3,5,12,21,17.0,0.0,6.7,2,1,High,10.3177,10.3177,9.058121158998672,3.044522437723423,1.01,0.607,0.533,1.0,0.179
Kaduna,Residential,Flat,Generator,B and E,No,No,Generator,3,2,12,30,9.5,0.0,7.1,3,1,Very high,10.2478,10.2478,8.926118971153382,5.898252165385803,1.97,0.732,0.534,0.679,0.621
Sokoto,Residential,Bungalow,Solar,B and B,Yes,No,Solar,2,1,7,8,17.5,0.0,5.2,1,1,Low,9.9505,9.9505,9.494917629474484,5.21330399222108,2.61,1.244,0.512,2.188,0.298
Kaduna,Residential,Bungalow,Both,B and B,Prepaid,No,Solar,4,4,6,1,8.9,0.0,7.2,1,3,Very high,10.705,10.705,9.764512800245539,7.099036577147563,1.77,1.07,0.523,0.89,0.798
Kwara,Government,Office,NEPA/PHCN,B and B,Yes,No,Generator,3,6,10,0,11.6,0.0,4.3,1,0,High,9.5766,9.5766,10.11896176954543,5.785669634128385,1.93,0.599,0.486,0.725,0.499
Benue,Residential,Factory,NEPA/PHCN,B and B,Yes,Yes,Generator,9,6,6,19,7.5,0.5,2.7,0,1,Low,7.2869,7.2869,9.559799343294607,5.011967739330034,0.56,0.607,0.433,0.625,0.668
Oyo,Residential,Duplex,Both,B and A,Yes,Yes,Generator,7,5,6,1,11.5,0.5,3.6,0,0,Low,10.0496,10.0496,10.131499235247198,4.034240638152395,0.58,0.914,0.498,1.045,0.351
Kwara,Residential,Factory,Both,B and C,Yes,Yes,Generator,2,2,7,5,8.0,3.0,6.3,1,1,Low,10.2987,10.2987,8.513385953073284,4.469350462845557,2.23,1.144,0.547,0.889,0.559
Kwara,Industrial,Duplex,NEPA/PHCN,B and B,Yes,No,UPS,8,4,6,8,9.0,0.0,8.0,0,1,Moderate,7.7084,7.7084,7.382124365737512,4.334672938290411,0.54,0.771,0.511,0.9,0.482
Delta,Residential,Bungalow,Generator,B and C,Yes,No,UPS,5,7,4,7,15.8,0.0,6.2,0,1,Low,6.9088,6.9088,9.101529466118004,4.104294893075269,0.82,0.628,0.432,1.436,0.26
Kano,Residential,Flat,Both,B and D,Yes,No,Generator,5,5,12,15,14.2,0.0,4.3,1,2,High,10.7652,10.7652,10.412531590219688,4.440295542797857,0.89,0.633,0.508,0.835,0.313
Rivers,Residential,Flat,Generator,B and C,Yes,Yes,Generator,5,2,10,7,5.5,8.2,7.0,1,2,High,9.9637,9.9637,9.365119425763737,6.524296251136588,1.3,0.83,0.515,0.458,1.186
Kwara,Agricultural,Flat,Solar,B and A,Yes,Yes,Generator,2,3,9,5,15.3,3.4,4.7,1,2,Low,10.9131,10.9131,8.742414582525413,4.9684234452869465,2.48,0.909,0.555,1.275,0.325
Niger,Commercial,Office,Generator,B and C,No,No,Generator,4,2,7,4,17.6,0.0,4.8,2,0,Very high,7.9099,7.9099,8.178919332848396,7.047343293189191,1.76,0.879,0.492,1.956,0.4
Anambra,Residential,Bungalow,Both,B and D,Yes,Yes,Generator,1,4,9,1,10.1,2.8,5.4,0,0,Low,10.3454,10.3454,9.166910814048848,5.000584958242754,5.0,0.796,0.53,0.777,0.495
Rivers,Residential,Duplex,Generator,B and C,Yes,No,Generator,1,3,12,16,10.1,0.0,6.9,2,0,Very high,10.7372,10.7372,9.175593635646347,5.8027224225111045,5.8,0.716,0.539,0.673,0.575
Kano,Residential,Office,Generator,B and C,Yes,No,Generator,3,5,8,16,8.3,0.0,7.9,1,0,High,9.2891,9.2891,8.424858580213442,6.332746626439233,2.11,0.715,0.524,0.638,0.763
Bauchi,Residential,Bungalow,Both,B and D,Yes,Yes,Generator,5,4,6,11,20.0,0.5,5.5,0,3,Low,8.7938,8.7938,9.282568005973063,4.948050418904635,0.99,0.879,0.486,2.0,0.247
Abuja,Industrial,Bungalow,Solar,B and E,No,Yes,Generator,8,6,6,0,14.1,1.0,4.1,0,0,High,9.4081,9.4081,9.284055409798464,5.536546555280287,0.69,0.784,0.503,1.175,0.393
Oyo,Commercial,Flat,Both,B and C,Prepaid,No,UPS,2,3,5,15,17.6,0.0,8.7,1,5,High,10.2419,10.2419,8.967121656230923,5.491001710377538,2.75,1.28,0.533,2.2,0.312
Rivers,Commercial,Office,NEPA/PHCN,B and C,Yes,No,Generator,4,4,6,15,14.6,0.0,9.1,0,2,High,7.1846,7.1846,9.503233841478497,5.968195920168628,1.49,0.718,0.431,1.46,0.409
Niger,Residential,Bungalow,Generator,B and A,No,Yes,Solar,3,4,9,13,10.4,3.5,8.7,2,2,Moderate,10.128,10.128,7.301147805856032,4.175924549214524,1.39,0.779,0.581,0.8,0.402
Niger,Commercial,Bungalow,Generator,B and A,Yes,No,UPS,7,3,6,23,3.3,0.0,5.3,0,1,Very high,7.8228,7.8228,8.842315546841863,6.7051493788854755,0.96,0.869,0.469,0.367,2.032
Enugu,Residential,Office,Both,B and D,No,No,Generator,4,5,12,15,8.3,0.0,7.5,0,4,High,9.5745,9.5745,9.56043370454936,4.396915247167632,1.1,0.563,0.5,0.488,0.53
Delta,Residential,Bungalow,Generator,B and D,Yes,Yes,Generator,7,1,6,10,1.3,2.6,8.3,5,1,Moderate,9.07,9.07,8.97259066827261,3.696351468952637,0.53,1.296,0.503,0.186,2.843
Kaduna,Commercial,Bungalow,Both,B and B,Yes,No,Generator,5,6,3,8,0.0,0.0,5.2,0,0,Moderate,8.0653,8.0653,8.16763571524637,6.595097220460179,1.32,0.896,0.497,0.0,inf
Plateau,Residential,Duplex,NEPA/PHCN,B and D,Yes,Yes,UPS,2,1,9,27,15.4,0.9,8.7,1,1,Very high,8.9647,8.9647,8.005700678662542,7.410226098365374,3.71,0.896,0.528,1.54,0.481
Benue,Commercial,Duplex,NEPA/PHCN,B and B,Yes,Yes,Generator,7,3,7,16,7.2,0.5,11.4,1,1,High,10.0399,10.0399,9.920885329712549,5.559141984829935,0.79,1.004,0.503,0.72,0.772
Abuja,Government,Office,NEPA/PHCN,B and B,No,No,Solar,4,2,9,31,4.4,0.0,5.3,1,0,High,9.25,9.25,9.595738817934032,5.973300576480311,1.49,0.841,0.491,0.4,1.358
Kano,Residential,Bungalow,Both,B and A,No,No,Generator,4,6,8,1,17.4,0.0,5.3,2,1,Very high,9.8929,9.8929,9.23327534325868,6.018836493903833,1.5,0.707,0.517,1.243,0.346
Kwara,Government,Flat,NEPA/PHCN,B and C,No,No,Solar,4,6,8,2,11.6,0.0,7.8,2,1,Very high,7.908,7.908,9.746892220313054,7.25063551189868,1.81,0.565,0.448,0.829,0.625
Anambra,Residential,Shop,NEPA/PHCN,B and B,No,Yes,Generator,7,6,5,4,8.1,2.5,10.0,0,1,Low,9.1133,9.1133,8.610136937058975,4.505349850705881,0.64,0.828,0.514,0.736,0.556
Niger,Residential,Duplex,Generator,B and D,Yes,No,Generator,9,5,7,15,12.0,0.0,5.0,0,2,Low,10.288,10.288,9.22601685136119,3.044522437723423,0.34,0.857,0.527,1.0,0.254
Anambra,Commercial,Bungalow,Generator,B and D,No,Yes,Generator,4,4,11,5,3.3,0.9,5.9,0,1,Low,10.1593,10.1593,9.521934264474277,4.437934266612178,1.11,0.677,0.516,0.22,1.345
Sokoto,Commercial,Flat,NEPA/PHCN,B and A,Yes,Yes,Generator,5,3,8,2,8.3,4.0,6.3,2,0,Very high,9.6428,9.6428,7.297091005160418,6.492845712045973,1.3,0.877,0.569,0.755,0.782
Oyo,Residential,Office,Generator,B and B,Yes,Yes,Solar,2,8,10,11,12.8,7.3,5.5,0,0,Very high,8.1834,8.1834,8.723231274827508,6.687357953335953,3.34,0.455,0.484,0.711,0.522
Bauchi,Industrial,Duplex,Generator,B and B,No,No,Generator,2,7,3,8,23.4,0.0,7.6,0,2,High,10.1571,10.1571,9.415157006597509,4.203198967134183,2.1,1.016,0.519,2.34,0.18
Kano,Agricultural,Factory,Generator,B and C,Yes,No,Generator,4,5,10,9,15.0,0.0,5.6,2,1,High,10.5576,10.5576,9.228474942171665,4.791649752930709,1.2,0.704,0.534,1.0,0.319
Abuja,Residential,Factory,NEPA/PHCN,B and B,Yes,Yes,UPS,2,3,8,5,1.1,5.4,3.4,4,0,High,10.4484,10.4484,8.533853632309345,6.602587892189336,3.3,0.95,0.55,0.1,6.002
Enugu,Government,Flat,NEPA/PHCN,B and C,Yes,No,No Backup,5,6,8,0,11.6,0.0,3.9,1,0,Very high,8.4553,8.4553,9.267655995680235,6.015913227510292,1.2,0.604,0.477,0.829,0.519
Sokoto,Commercial,Bungalow,Both,B and A,Yes,No,Generator,6,5,5,7,13.4,0.0,9.6,1,1,High,9.641,9.641,7.796469243086058,4.027135812528651,0.67,0.964,0.553,1.34,0.301
Kaduna,Government,Bungalow,NEPA/PHCN,B and B,Yes,No,Generator,6,2,4,5,15.9,0.0,6.1,0,0,Very high,10.261,10.261,9.254902563232154,7.476245854942527,1.25,1.71,0.526,2.65,0.47
Kwara,Residential,Flat,Both,B and C,Yes,No,Generator,3,3,8,8,15.0,0.0,3.6,0,0,Low,8.7774,8.7774,9.225721474014485,5.712742216027673,1.9,0.798,0.488,1.364,0.381
Plateau,Industrial,Bungalow,NEPA/PHCN,B and A,Yes,No,Generator,1,5,13,7,14.8,0.0,6.9,1,1,Very high,10.1765,10.1765,9.65194452670022,6.984160610184542,6.98,0.565,0.513,0.822,0.472
Benue,Residential,Shop,Solar,B and E,Yes,Yes,No Backup,3,4,8,9,12.0,1.0,4.4,2,1,Low,8.716,8.716,8.304989580140361,4.704110133842995,1.57,0.726,0.512,1.0,0.392
Delta,Government,Duplex,NEPA/PHCN,B and D,No,No,Generator,6,2,13,21,7.2,0.0,8.2,2,1,Very high,10.1395,10.1395,8.744806737401898,6.097624742936373,1.02,0.676,0.537,0.48,0.847
Lagos,Commercial,Office,Both,B and C,Yes,No,Generator,6,2,4,0,19.6,0.0,7.5,2,2,Very high,10.0492,10.0492,8.401333305321703,6.0454791354142206,1.01,1.675,0.545,3.267,0.308
Lagos,Residential,Duplex,Both,B and C,Yes,No,Generator,5,6,4,18,4.9,0.0,7.9,2,0,Low,6.9088,6.9088,8.546557800046141,4.28496492183075,0.86,0.691,0.447,0.49,0.874
Kwara,Residential,Shop,NEPA/PHCN,B and E,No,Yes,UPS,9,2,11,19,16.2,0.9,5.0,2,0,Very high,10.0248,10.0248,9.96749468251042,6.280021236970423,0.7,0.771,0.501,1.246,0.388
Abuja,Industrial,Bungalow,Both,B and B,Yes,No,Generator,4,5,11,12,10.3,0.0,5.6,1,1,Very high,8.2414,8.2414,9.880218925596774,6.0416822632686,1.51,0.515,0.455,0.644,0.587
Kwara,Commercial,Shop,NEPA/PHCN,B and D,No,No,Generator,3,7,14,13,12.3,0.0,6.4,1,0,High,9.4047,9.4047,8.92252495730139,4.976043849326636,1.66,0.448,0.513,0.586,0.405
Sokoto,Residential,Flat,Generator,B and B,No,No,Solar,6,3,3,17,4.3,0.0,5.8,0,1,Low,10.0212,10.0212,6.874198495453294,4.969118613893322,0.83,1.67,0.593,0.717,1.156
Kano,Residential,Bungalow,Both,B and D,Yes,No,Generator,3,4,9,0,7.9,0.0,7.4,1,2,Low,10.1286,10.1286,7.808729306744399,4.1666652238017265,1.39,0.779,0.565,0.608,0.527
Benue,Industrial,Flat,NEPA/PHCN,B and C,Prepaid,Yes,Generator,3,3,5,4,5.9,9.8,1.0,0,1,Very high,10.0761,10.0761,10.0731881321402,7.378258783269524,2.46,1.26,0.5,0.738,1.251
Lagos,Residential,Flat,NEPA/PHCN,B and A,Yes,No,Generator,3,6,5,7,5.4,0.0,1.4,1,0,Low,10.0433,10.0433,9.031811613420924,5.126342101808226,1.71,0.913,0.527,0.491,0.949
Bauchi,Residential,Office,Solar,B and C,Yes,Yes,Solar,4,3,11,19,8.3,2.3,8.9,0,2,Moderate,10.2049,10.2049,9.994378892724196,5.117993812416755,1.28,0.729,0.505,0.593,0.617
Oyo,Government,Office,Both,B and B,No,No,Generator,2,1,4,23,3.2,0.0,4.7,3,2,Moderate,8.2335,8.2335,9.516500665673737,5.61349300330874,2.81,1.647,0.464,0.64,1.754
Sokoto,Residential,Office,NEPA/PHCN,B and E,Yes,No,UPS,2,1,9,11,19.1,0.0,4.4,0,0,Low,10.294,10.294,8.14902386805177,4.406719247264253,2.2,1.029,0.558,1.91,0.231
Sokoto,Residential,Shop,Solar,B and C,No,Yes,UPS,5,3,7,0,10.1,0.5,8.7,0,0,Low,8.7134,8.7134,7.4377951216719325,3.7471483622379123,0.75,0.871,0.539,1.01,0.371
Kano,Residential,Office,NEPA/PHCN,B and B,Yes,Yes,UPS,7,3,12,11,18.0,1.6,4.2,0,2,Very high,8.2039,8.2039,8.693831965074693,6.301519470411488,0.9,0.547,0.486,1.2,0.35
Lagos,Government,Office,Generator,B and B,Yes,Yes,UPS,4,3,9,16,10.0,5.0,6.9,0,0,Low,9.9711,9.9711,8.042056410058754,5.744924417987376,1.44,0.831,0.554,0.833,0.574
Enugu,Residential,Duplex,Generator,B and A,Yes,Yes,Generator,1,6,8,7,11.8,1.5,5.8,0,1,Very high,10.7854,10.7854,7.354362330421477,6.964041089992729,6.96,0.77,0.595,0.843,0.59
Benue,Commercial,Bungalow,NEPA/PHCN,B and A,Yes,No,Solar,4,3,5,16,9.0,0.0,6.7,1,0,Very high,10.2357,10.2357,9.65252306301951,6.381985207830324,1.6,1.279,0.515,1.125,0.709
Plateau,Government,Factory,NEPA/PHCN,B and C,No,No,Generator,5,2,10,10,0.0,0.0,4.8,1,1,Low,8.7416,8.7416,7.326465613840322,3.044522437723423,0.61,0.728,0.544,0.0,inf
Kaduna,Residential,Shop,NEPA/PHCN,B and D,Yes,No,Generator,1,6,8,1,10.9,0.0,11.1,2,1,High,7.0379,7.0379,6.045005314036012,6.126432407518466,6.13,0.503,0.538,0.779,0.562
Anambra,Industrial,Flat,NEPA/PHCN,B and A,Yes,No,Solar,4,3,12,1,12.3,0.0,7.2,1,0,Very high,9.6491,9.6491,8.445052513638554,4.604169685654508,1.15,0.643,0.533,0.82,0.374
Kano,Residential,Flat,NEPA/PHCN,B and B,Yes,Yes,Generator,8,6,5,17,5.6,9.5,5.7,3,2,High,6.9088,6.9088,8.431199478249262,6.021751239712854,0.75,0.628,0.45,0.509,1.075
Anambra,Commercial,Duplex,NEPA/PHCN,B and D,No,Yes,Generator,1,6,9,0,5.8,0.5,6.9,0,2,High,8.7221,8.7221,9.274910142625483,6.388057076712548,6.39,0.581,0.485,0.387,1.101
Anambra,Residential,Flat,NEPA/PHCN,B and D,No,No,Generator,3,3,7,5,5.5,0.0,9.7,0,0,Low,10.808,10.808,9.700024071988745,4.894850261102546,1.63,1.081,0.527,0.55,0.89
Sokoto,Commercial,Duplex,NEPA/PHCN,B and D,Yes,No,Generator,7,1,9,4,12.4,0.0,5.1,1,2,High,9.034,9.034,9.066585468331045,5.651435994283992,0.81,0.903,0.499,1.24,0.456
Benue,Residential,Factory,Generator,B and D,Yes,Yes,Generator,3,4,8,8,10.1,0.5,8.1,0,1,Low,7.8686,7.8686,9.23815007261545,5.718342625987531,1.91,0.656,0.46,0.842,0.566
Sokoto,Residential,Flat,Solar,B and A,No,No,Generator,4,5,10,31,10.1,0.0,7.2,1,0,Moderate,8.6089,8.6089,7.002155954403621,3.5610460826040513,0.89,0.574,0.551,0.673,0.353
Niger,Government,Flat,Solar,B and C,Prepaid,No,Generator,2,6,9,20,12.5,0.0,7.1,2,1,Very high,10.0485,10.0485,9.261983605128021,6.84182912886597,3.42,0.67,0.52,0.833,0.547
Benue,Residential,Bungalow,Both,B and C,Prepaid,No,Generator,4,7,8,27,8.2,0.0,8.9,0,1,High,9.5299,9.5299,9.25495994655275,6.072583598392774,1.52,0.635,0.507,0.547,0.741
